Timestamp,Distance (cm)
30/07/2024 22:39,301 cm
30/07/2024 22:39,301 cm
30/07/2024 22:39,302 cm
30/07/2024 22:39,302 cm
30/07/2024 22:39,301 cm
30/07/2024 22:39,301 cm
30/07/2024 22:39,301 cm
30/07/2024 22:39,301 cm
30/07/2024 22:39,302 cm
30/07/2024 22:39,302 cm
30/07/2024 22:39,301 cm
30/07/2024 22:39,302 cm
30/07/2024 22:39,301 cm
30/07/2024 22:39,302 cm
30/07/2024 22:39,302 cm
30/07/2024 22:39,302 cm
30/07/2024 22:39,302 cm
30/07/2024 22:39,301 cm
30/07/2024 22:39,302 cm
30/07/2024 22:39,301 cm
30/07/2024 22:39,301 cm
30/07/2024 22:39,301 cm
30/07/2024 22:39,301 cm
