timestamp,X,Y,Z
2024-08-13T12:12:52,-5.98,-3.23,-2.44
2024-08-13T12:12:52,2.69,0.43,-1.95
2024-08-13T12:12:52,4.21,4.15,-3.91
2024-08-13T12:12:53,-7.57,-7.2,-3.85
2024-08-13T12:12:53,0.37,-3.42,-1.4
2024-08-13T12:12:53,25.76,3.48,-2.99
2024-08-13T12:12:53,-0.37,7.39,-2.26
2024-08-13T12:12:54,82.4,23.19,11.9
2024-08-13T12:12:54,2.99,-2.08,15.32
2024-08-13T12:12:54,1.95,0.98,6.16
2024-08-13T12:12:54,-10.13,-1.4,-7.75
2024-08-13T12:12:55,-12.39,-0.73,-10.5
2024-08-13T12:12:55,5.43,-0.98,-0.24
2024-08-13T12:12:55,-3.72,5.62,-1.65
2024-08-13T12:12:55,12.15,-0.85,-2.75
2024-08-13T12:12:55,7.45,2.26,-2.14
2024-08-13T12:12:56,12.76,1.77,-7.02
2024-08-13T12:12:56,-39.98,-0.55,-27.34
2024-08-13T12:12:56,1.71,-24.11,-28.2
2024-08-13T12:12:56,-40.41,7.32,-46.75
2024-08-13T12:12:57,-37.9,-50.11,31.86
2024-08-13T12:12:57,-8.36,-2.56,-0.43
2024-08-13T12:12:57,-0.73,-0.67,-0.18
2024-08-13T12:12:58,-0.55,-0.61,-0.31
2024-08-13T12:12:58,0.12,-0.43,-0.24
2024-08-13T12:12:58,0.24,-0.43,-0.24
2024-08-13T12:12:58,0.31,-0.43,-0.18
2024-08-13T12:12:58,0.37,-0.37,-0.18
2024-08-13T12:12:59,0.43,-0.37,-0.18
2024-08-13T12:12:59,0.43,-0.31,-0.18
2024-08-13T12:12:59,0.37,-0.43,-0.24
2024-08-13T12:12:59,0.43,-0.37,-0.18
2024-08-13T12:12:59,0.49,-0.37,-0.18
2024-08-13T12:13:00,0.55,-0.37,-0.18
2024-08-13T12:13:00,0.49,-0.37,-0.12
2024-08-13T12:13:01,0.55,-0.31,-0.12
2024-08-13T12:13:01,0.55,-0.37,-0.24
2024-08-13T12:13:01,0.55,-0.37,-0.12
2024-08-13T12:13:01,0.49,-0.37,-0.12
2024-08-13T12:13:01,0.79,-0.24,-0.18
2024-08-13T12:13:02,0.49,-0.55,-0.18
2024-08-13T12:13:02,0.79,-0.18,-0.12
2024-08-13T12:13:02,0.73,-0.37,-0.18
